amt.pledged,by,category,currency,goal,location,num.backers,num.backers.tier,pledge.tier,title,url
41465,"Atom Switch, Inc.",Tabletop Games,usd,30000,"Chicago, IL",1457,"[10, 752, 99, 224, 15, 50, 24, 210, 45, 10, 3, 0, 3, 3]","[1.0, 5.0, 15.0, 25.0, 35.0, 35.0, 35.0, 50.0, 75.0, 150.0, 300.0, 450.0, 700.0, 1000.0]","Infinitas DM - Mobile Cartographer, Lorebook & Battlemap",/projects/atomswitch/infinitas-dm
67450,Dischan Media,Video Games,cad,49000,"St. John's, Canada",1457,"[61, 105, 604, 317, 111, 67, 63, 49, 33, 13, 5, 2, 0]","[4.0, 9.0, 22.0, 27.0, 45.0, 67.0, 90.0, 90.0, 135.0, 270.0, 450.0, 900.0, 2699.0]",Dysfunctional Systems,/projects/dischan/dysfunctional-systems
43610,Tara Theoharis,Food,usd,33500,"Seattle, WA",1456,"[22, 30, 180, 33, 162, 150, 24, 35, 581, 99, 86, 31, 2, 0, 0, 1, 0]","[3.0, 12.0, 12.0, 12.0, 20.0, 20.0, 21.0, 25.0, 26.0, 45.0, 74.0, 90.0, 112.0, 175.0, 300.0, 500.0, 10000.0]",Geeky Sprinkles: Fun Sprinkle Shapes for Geeky Baking,/projects/geekyhostess/geeky-sprinkles-fun-sprinkle-shapes-for-geeky-baki
43196,E.o.E.Games,Video Games,usd,10000,"Atlanta, GA",1456,"[9, 1, 1037, 40, 22, 179, 49, 35, 1, 30, 5, 1, 4, 10, 1, 5]","[5.0, 10.0, 15.0, 20.0, 30.0, 35.0, 50.0, 70.0, 100.0, 150.0, 200.0, 225.0, 250.0, 350.0, 400.0, 600.0]",Echoes of Eternea. A modern take on a classic design.,/projects/1465600975/echoes-of-eternia-a-modern-take-on-a-classic-desig
106911,Rachel Coleman/Two Little Hands,Family,usd,100000,"Salt Lake City, UT",1455,"[95, 489, 151, 495, 71, 85, 7, 13, 5, 1, 0, 0]","[5.0, 30.0, 45.0, 55.0, 125.0, 250.0, 500.0, 750.0, 850.0, 5000.0, 7500.0, 10000.0]",Signing Time Sentences! Bringing back Alex and Leah 2015,/projects/twolittlehands/signing-time-sentences-asl-grammar-and-phrases-vol
71865,Tiny Labs,Gadgets,usd,20000,"San Diego, CA",1455,"[45, 25, 100, 100, 750, 10, 359, 45, 10]","[1.0, 20.0, 25.0, 25.0, 30.0, 58.0, 58.0, 140.0, 270.0]",Keysy - The Key Card/Key Fob Duplicator,/projects/tinylabs/keysy-the-rfid-duplicator
60130,CAMpanion,Camera Equipment,usd,28000,"Los Angeles, CA",1454,"[129, 499, 798, 1]","[5.0, 20.0, 30.0, 10000.0]",CAMpanion: Enhance Your GoPro,/projects/1929112791/campanion-enhance-your-gopro
116671,Aaron Lieber,Documentary,usd,60000,"Honolulu, HI",1453,"[195, 64, 154, 227, 323, 106, 128, 100, 100, 8, 2, 2, 4, 1, 1, 1]","[5.0, 10.0, 15.0, 25.0, 40.0, 60.0, 75.0, 100.0, 150.0, 500.0, 750.0, 1200.0, 2500.0, 4750.0, 5000.0, 10000.0]",Bethany Hamilton - Surfs Like A Girl,/projects/bethanyhamilton/bethany-hamilton-surfs-like-a-girl
45691,Nonlinear Studio,Product Design,usd,10000,"Brooklyn, NY",1453,"[99, 885, 338, 87, 20, 6, 4, 0]","[15.0, 20.0, 35.0, 60.0, 100.0, 300.0, 600.0, 5500.0]",Amplifiear: Better sound for the new iPad and iPad 2,/projects/nonlinear/amplifiear-better-sound-for-the-new-ipad-and-ipad
41076,TIO,Product Design,eur,40000,"Munich, Germany",1453,"[8, 5, 300, 250, 300, 253, 105, 168, 34, 13, 3, 2, 0, 1]","[1.12, 2.23, 6.0, 7.0, 13.0, 18.0, 25.0, 33.0, 61.0, 73.0, 212.0, 558.0, 5579.0, 7811.0]","TIO - Save the World, twice a Day",/projects/tio/tio-save-the-world-twice-a-day
85752,Flyte Socks,Footwear,usd,10000,"Toronto, Canada",1453,"[38, 116, 150, 598, 150, 135, 100, 111, 49, 0]","[1.0, 16.0, 36.0, 40.0, 68.0, 72.0, 98.0, 105.0, 185.0, 7500.0]","Flyte Socks - Ridiculously Bright, Bold & Comfortable Socks",/projects/664680626/flyte-socks-ridiculously-bright-bold-and-comfortab
54001,Sequart Research & Literacy Organization,Documentary,usd,41500,"Los Angeles, CA",1452,"[149, 89, 584, 263, 152, 42, 28, 39, 16, 6, 3, 2, 2, 1, 1, 0, 3, 0, 0, 0, 2, 1, 1, 0, 1, 1, 1, 0, 0]","[5.0, 10.0, 20.0, 35.0, 35.0, 75.0, 75.0, 100.0, 175.0, 175.0, 200.0, 200.0, 250.0, 250.0, 250.0, 250.0, 300.0, 400.0, 400.0, 500.0, 500.0, 500.0, 500.0, 750.0, 1000.0, 1500.0, 1500.0, 2500.0, 5000.0]",She Makes Comics,/projects/sequart/she-makes-comics
82640,Vienna Teng,Music,usd,20000,"Detroit, MI",1452,"[74, 116, 112, 222, 21, 245, 166, 179, 39, 1, 20, 67, 35, 38, 20, 8, 10, 17, 10, 8, 4, 5, 4]","[1.0, 5.0, 10.0, 15.0, 15.0, 20.0, 20.0, 40.0, 40.0, 50.0, 50.0, 70.0, 100.0, 100.0, 150.0, 150.0, 200.0, 200.0, 300.0, 500.0, 500.0, 1000.0, 5000.0]",Level Up: A Music Video For the New Album AIMS,/projects/viennateng/level-up-a-music-video-for-the-new-album-aims
61217,Chris Ovdiyenko,Design,usd,15000,"Johnstown, OH",1452,"[13, 200, 455, 405, 107, 63, 25, 93, 23, 14, 17, 7, 11, 8, 6, 1]","[1.0, 11.0, 15.0, 25.0, 36.0, 55.0, 60.0, 65.0, 85.0, 110.0, 120.0, 150.0, 175.0, 200.0, 500.0, 1000.0]",Calaveras \u2014 Playing cards inspired by the Day of the Dead,/projects/1894542039/calaveras-day-of-the-dead-inspired-bicycle-playing
33008,Varia Games,Video Games,usd,18000,"Dallas, TX",1452,"[38, 800, 99, 90, 102, 159, 39, 36, 37, 3, 18, 2, 3, 4, 0, 0, 0, 0, 0]","[1.0, 10.0, 15.0, 20.0, 25.0, 30.0, 50.0, 70.0, 100.0, 100.0, 125.0, 150.0, 200.0, 350.0, 500.0, 600.0, 1000.0, 2000.0, 5000.0]","ReVeN -Wii U, PC, Mac, Linux",/projects/variagames/reven
124353,"Fantasy Coin, LLC",Tabletop Games,usd,40000,"Prince William, VA",1451,"[3, 158, 30, 413, 110, 329, 206, 185]","[5.0, 15.0, 17.0, 17.0, 24.0, 24.0, 114.0, 164.0]","Fantasy Coins for Board Games, RPGs, LARP, or any occasion",/projects/fantasycoinhq/fantasy-coins-for-board-games-rpgs-larp-or-any-occ
238187,Everpurse,Product Design,usd,100000,"Chicago, IL",1451,"[100, 100, 359, 51, 436, 141, 38, 26, 29, 60, 5, 4, 0, 1]","[99.0, 119.0, 129.0, 139.0, 159.0, 169.0, 189.0, 199.0, 269.0, 330.0, 600.0, 1599.0, 2000.0, 10000.0]",The latest Everpurse.,/projects/everpurse/everpurse-magically-charges-your-phone-all-day
52579,Juby,Gadgets,usd,10000,"San Francisco, CA",1451,"[199, 250, 30, 21, 250, 110, 199, 5, 165, 61, 14, 1, 66, 2, 23, 3, 30, 5]","[16.0, 17.0, 19.0, 20.0, 21.0, 24.0, 30.0, 35.0, 40.0, 45.0, 45.0, 50.0, 60.0, 66.0, 70.0, 80.0, 90.0, 99.0]",AnyLink\u2122 - The Only Charging Cable You Ever Need!,/projects/juby/anylink-the-only-charging-cable-you-ever-need
29858,Wish Bros.,Product Design,usd,10000,"Helsinki, Finland",1450,"[10, 695, 502, 189, 34, 13]","[1.0, 10.0, 25.0, 30.0, 60.0, 130.0]",Wishbhone - the new clever earphone cord manager,/projects/47312922/wishbhone-the-new-clever-earphone-cord-manager
155437,YoYo Mats,Product Design,usd,50000,"Los Angeles, CA",1450,"[21, 8, 7, 1080, 277, 19, 5, 1, 3, 0, 1, 0]","[5.0, 10.0, 20.0, 79.0, 155.0, 305.0, 455.0, 900.0, 950.0, 1775.0, 3700.0, 10000.0]",The World's Only Self-Rolling Fitness & Yoga Mat,/projects/yoyomats/the-worlds-only-self-rolling-fitness-and-yoga-mat
455822,Rebecca Ramsay,Design,aud,20000,"Buderim, AU",1450,"[48, 45, 48, 38, 169, 37, 22, 146, 47, 5, 202, 47, 35, 113, 2, 21, 105, 70, 21, 7, 26, 18, 17, 30, 9, 11, 36, 62]","[59.0, 67.0, 74.0, 74.0, 82.0, 82.0, 89.0, 97.0, 112.0, 119.0, 127.0, 127.0, 127.0, 127.0, 134.0, 142.0, 283.0, 299.0, 374.0, 412.0, 416.0, 416.0, 449.0, 449.0, 449.0, 749.0, 749.0, 749.0]",SOLIDteknics AUS-ION iron cookware: 1/2 weight of cast iron!,/projects/400294490/solidteknics-aus-ion-iron-cookware-1-2-weight-of-c
49003,Ben Thompson,Games,usd,10000,"Seattle, WA",1449,"[13, 50, 50, 343, 584, 52, 73, 30, 80, 30, 50, 5, 28, 12, 14, 10, 8, 10, 2]","[5.0, 10.0, 12.0, 14.0, 22.0, 34.0, 40.0, 44.0, 48.0, 50.0, 64.0, 74.0, 80.0, 99.0, 100.0, 125.0, 150.0, 250.0, 400.0]",BADASS: Spades & Grenades - Playing Cards with Balls,/projects/2146143533/badass-spades-and-grenades-playing-cards-with-ball
55109,Trina Chiasson,Web,usd,12000,"Chicago, IL",1448,"[793, 30, 46, 58, 190, 25, 35, 156, 62, 15, 6, 5, 2, 1]","[1.0, 5.0, 10.0, 20.0, 20.0, 25.0, 35.0, 50.0, 100.0, 250.0, 500.0, 1000.0, 5000.0, 10000.0]",Infoactive - Drop live data into interactive infographics,/projects/trinachi/infoactive-drop-live-data-into-interactive-infogra
67531,Gordon Williams,Hardware,gbp,15000,"Oxford, UK",1448,"[50, 100, 346, 214, 212, 178, 86, 178, 26, 46, 0]","[19.0, 21.0, 24.0, 27.0, 63.0, 71.0, 111.0, 127.0, 207.0, 351.0, 8024.0]",Espruino Pico: JavaScript on a USB Stick,/projects/gfw/espruino-pico-javascript-on-a-usb-stick
229132,DU/ER performance denim,Apparel,usd,20000,"New York, NY",1448,"[100, 667, 4, 475, 15, 72, 11, 60, 3, 10]","[88.0, 98.0, 118.0, 176.0, 208.0, 250.0, 280.0, 310.0, 350.0, 540.0]","The Revolutionary ""NO SWEAT"" Pant w/10 features & Nature2X\xae",/projects/duerperformancedenim/the-revolutionary-no-sweat-pant-w-10-features-and
72248,Caleb Stokes,Tabletop Games,usd,12000,"Springfield, MO",1448,"[30, 9, 126, 334, 102, 110, 43, 163, 182, 284, 25, 19, 5, 5, 6, 1]","[1.0, 10.0, 15.0, 25.0, 30.0, 35.0, 40.0, 50.0, 55.0, 60.0, 100.0, 150.0, 250.0, 350.0, 500.0, 1500.0]",Red Markets,/projects/159466030/red-markets
81325,Hasslefree Miniatures,Tabletop Games,gbp,4000,"Caerphilly, UK",1448,"[155, 389, 766, 45, 84]","[1.33, 36.0, 66.0, 106.0, 186.0]",Kev White does Matt Dixon - Female Fantasy Miniatures,/projects/hfminis/kev-white-does-matt-dixon-female-fantasy-miniature
53724,Jolly Roger Games,Tabletop Games,usd,9000,"Sigel, IL",1447,"[3, 842, 373, 26, 42, 39, 26, 10, 12, 14, 45, 1]","[2.0, 25.0, 40.0, 40.0, 40.0, 55.0, 60.0, 89.0, 96.0, 120.0, 160.0, 250.0]",KREMLIN,/projects/1649598142/kremlin
92132,Gary Hustwit,Design,usd,55000,"New York, NY",1447,"[129, 282, 834, 32, 96, 24, 10, 9, 5, 1, 2]","[15.0, 25.0, 50.0, 95.0, 100.0, 125.0, 350.0, 350.0, 350.0, 1000.0, 4000.0]","Helvetica, Objectified, Urbanized: The Complete Interviews",/projects/1019019367/helvetica-objectified-urbanized-the-complete-inter
77318,Joe Talbot & Jimmie Fails,Film &amp; Video,usd,50000,"San Francisco, CA",1447,"[79, 98, 149, 24, 459, 199, 167, 77, 30, 14, 14, 4, 2, 2, 0, 0]","[1.0, 5.0, 10.0, 10.0, 25.0, 50.0, 75.0, 100.0, 150.0, 250.0, 500.0, 750.0, 1000.0, 2000.0, 5000.0, 7500.0]",Last Black Man in San Francisco,/projects/joeandjimmie/last-black-man-in-san-francisco
38317,John Coveyou (Genius Games),Tabletop Games,usd,7500,"St. Louis, MO",1447,"[204, 846, 82, 274, 19, 12, 5, 0]","[1.0, 19.0, 36.0, 39.0, 75.0, 100.0, 150.0, 599.0]",Covalence: A Molecule Building Game,/projects/geniusgames/covalence-a-molecule-building-game
66309,Dice Hate Me Games,Tabletop Games,usd,20000,"St. Louis, MO",1446,"[812, 364, 77, 0, 51, 120]","[19.0, 49.0, 49.0, 79.0, 79.0, 99.0]",Bottom of the 9th: Clubhouse Expansion,/projects/dicehateme/bottom-of-the-9th-clubhouse-expansion
56295,Plume,Product Design,usd,18000,"Brooklyn, NY",1446,"[15, 12, 1, 1184, 58, 111, 25, 0]","[5.0, 10.0, 20.0, 35.0, 55.0, 70.0, 100.0, 1000.0]",Plume - The recoiling bicycle mudguard,/projects/886290383/plume-the-recoiling-bicycle-mudguard
21258,Elliott Snyder,Product Design,usd,5000,"Seattle, WA",1446,"[100, 100, 991, 248]","[11.0, 11.0, 13.0, 13.0]",Python Cords - Protect & Organize your Mac & PC Charger,/projects/526534777/python-cords-protect-and-organize-your-mac-and-pc
50001,Jeremy Johnson,Software,usd,3500,"Boulder, CO",1446,"[21, 50, 100, 453, 30, 713, 25, 39, 5, 3, 0, 1, 1, 1, 0]","[1.0, 10.0, 15.0, 20.0, 30.0, 40.0, 55.0, 75.0, 100.0, 300.0, 350.0, 500.0, 1000.0, 2000.0, 5000.0]","Real Python: Advanced Web Development, featuring Django 1.6",/projects/721054906/real-python-advanced-web-development-featuring-dja
124161,Powerstrap,Technology,usd,80000,"Los Angeles, CA",1446,"[38, 199, 45, 398, 54, 273, 1, 266, 1, 21, 10, 50, 20, 2, 22, 2, 1, 1, 3, 1, 1]","[3.0, 65.0, 65.0, 69.0, 69.0, 79.0, 79.0, 85.0, 85.0, 139.0, 149.0, 149.0, 155.0, 155.0, 199.0, 245.0, 289.0, 349.0, 395.0, 649.0, 1890.0]",Pal Strap - GPS & Extended Battery Strap For Pebble,/projects/655382546/pal-strap-gps-and-extended-battery-strap-for-pebbl
22408,Convoy Games,Video Games,eur,10000,"Leeuwarden, Netherlands",1445,"[19, 250, 874, 100, 43, 85, 14, 50, 1, 3, 2]","[1.27, 13.0, 15.0, 25.0, 25.0, 38.0, 51.0, 64.0, 96.0, 127.0, 318.0]",Convoy - A tactical roguelike-like,/projects/1248554329/convoy-a-tactical-roguelike-like
81406,Atellani,Product Design,usd,8000,"Milan, Italy",1444,"[23, 60, 457, 313, 144, 25, 143, 131, 18, 49, 22, 5, 28, 1]","[3.0, 29.0, 35.0, 39.0, 52.0, 55.0, 69.0, 70.0, 75.0, 89.0, 92.0, 99.0, 139.0, 250.0]",FEBO The engraver that lets you draw and paint with the sun,/projects/maumau/febo
103640,Copper Canyon Press,Poetry,usd,50000,"Seattle, WA",1443,"[51, 32, 18, 15, 684, 50, 158, 103, 238, 1, 4, 33, 12, 3, 1, 1, 0]","[5.0, 15.0, 25.0, 25.0, 35.0, 50.0, 60.0, 75.0, 100.0, 100.0, 200.0, 250.0, 500.0, 1000.0, 2000.0, 5000.0, 10000.0]",The Lost Poems of Pablo Neruda,/projects/896286441/the-lost-poems-of-pablo-neruda
55420,Chris Chelko,Playing Cards,usd,20000,"Los Angeles, CA",1442,"[50, 258, 439, 228, 95, 215, 102, 27, 15, 0]","[10.0, 15.0, 20.0, 27.0, 35.0, 35.0, 40.0, 80.0, 150.0, 5000.0]",Piff The Magic Dragon Playing Cards,/projects/seesquared/piff-the-magic-dragon-playing-cards
24534,Susan Wilson,Video Games,usd,829,"Stevensville, MD",1442,"[143, 795, 135, 19, 59, 69, 43, 8, 13, 15, 0, 0, 0, 0, 0, 0, 0, 7, 2, 2]","[5.0, 10.0, 15.0, 20.0, 25.0, 30.0, 40.0, 50.0, 75.0, 100.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 250.0, 300.0, 500.0]",9 Year Old Builds Her First RPG...  TRUTH & TROLLS!,/projects/susanwilson/9-year-old-building-an-rpg-to-prove-her-brothers-w
215621,"Kent, Adam & Jim",Technology,usd,43500,"Palo Alto, CA",1442,"[246, 132, 75, 542, 358]","[5.0, 25.0, 50.0, 200.0, 250.0]",Revolights Bicycle Lighting System. The First Chapter.,/projects/revolights/revolights-join-the-revolution
37165,Sheldon Petit,Product Design,usd,7250,"Atlanta, GA",1442,"[5, 18, 307, 500, 500, 101]","[3.0, 7.0, 19.0, 19.0, 24.0, 28.0]",THE HD WALLET: A slim finely crafted minimalist wallet.,/projects/692490619/the-hd-wallet-a-finely-crafted-minimalist-wallet
86519,Planetary Collective,Documentary,usd,80000,"Brooklyn, NY",1441,"[67, 510, 297, 124, 95, 108, 109, 22, 8, 7, 8, 2, 0, 1, 1]","[1.0, 15.0, 25.0, 40.0, 50.0, 60.0, 120.0, 200.0, 300.0, 500.0, 1000.0, 1500.0, 2000.0, 2000.0, 10000.0]",PLANETARY: reconnect to something bigger.,/projects/planetary/planetary-collective-presents-continuum
145826,Erick Scarecrow,Product Design,usd,60000,"Queens, NY",1441,"[58, 99, 300, 100, 573, 100, 100, 88, 2]","[5.0, 15.0, 25.0, 75.0, 85.0, 95.0, 200.0, 200.0, 1500.0]",HOTLINE MIAMI- JACKET FIGURE,/projects/731983185/hotline-miami-jacket-figure
69001,George Quraishi,Journalism,usd,50000,"Brooklyn, NY",1441,"[25, 480, 239, 326, 215, 111, 11, 3, 1, 3, 0, 0]","[5.0, 15.0, 35.0, 50.0, 70.0, 100.0, 250.0, 500.0, 750.0, 1000.0, 5000.0, 7500.0]",Howler: A Magazine About Soccer,/projects/quraishi/howler-a-magazine-about-soccer-0
86506,MC YOGI,Hip-Hop,usd,108,"San Francisco, CA",1440,"[171, 293, 250, 493, 30, 101, 5, 10, 19, 10, 3, 2, 1, 1, 0]","[15.0, 20.0, 25.0, 45.0, 55.0, 80.0, 108.0, 108.0, 250.0, 500.0, 1500.0, 2500.0, 3500.0, 5000.0, 10000.0]",MC YOGI: ONLY LOVE IS REAL,/projects/onlyloveisreal/mc-yogi-only-love-is-real
106705,Mikael Cho,Art Books,usd,75000,"New York, NY",1439,"[217, 376, 384, 219, 92, 28, 10, 1]","[10.0, 25.0, 65.0, 85.0, 125.0, 200.0, 500.0, 3000.0]",The Unsplash Book,/projects/mikaelcho/the-unsplash-book
75252,Ship to Shore PhonoCo.,Music,usd,42000,"New York, NY",1439,"[25, 44, 50, 50, 238, 450, 500, 28, 6, 22, 3]","[5.0, 20.0, 35.0, 35.0, 40.0, 45.0, 45.0, 80.0, 125.0, 150.0, 250.0]",MOTHER: The Original Arranged Soundtrack Album,/projects/972481375/mother-the-original-arranged-soundtrack-album
112408,Spor (Solar Chargers),Hardware,usd,100000,"Philadelphia, PA",1439,"[31, 11, 37, 23, 2, 10, 58, 100, 300, 295, 63, 49, 137, 224, 43, 8, 7, 3, 0]","[1.0, 3.0, 6.0, 12.0, 12.0, 15.0, 30.0, 35.0, 40.0, 50.0, 50.0, 55.0, 60.0, 100.0, 200.0, 325.0, 500.0, 1000.0, 10000.0]","SPOR: Solar Battery Chargers, USB Cables & Accessories",/projects/spor/spor-solar-battery-chargers-usb-cables-and-accesso
35136,Aaron Rasmussen,Gadgets,usd,7000,"Los Angeles, CA",1439,"[12, 4, 675, 266, 160, 200, 108, 0]","[1.0, 5.0, 20.0, 22.0, 24.0, 25.0, 25.0, 500.0]",Mr.Ghost: iPhone EMF Detector,/projects/62367895/mrghost-iphone-emf-detector
362529,Betternet,Technology,cad,100000,"Vancouver, Canada",1438,"[86, 115, 217, 125, 102, 129, 11, 317, 204, 12, 4, 92, 3]","[0.77, 80.0, 88.0, 100.0, 126.0, 241.0, 241.0, 241.0, 272.0, 303.0, 421.0, 421.0, 594.0]",Betterspot: A VPN Router for All Devices & Platforms,/projects/betterspot/betterspot-a-vpn-router-for-all-devices-and-platfo
61169,Bite Designs,Gadgets,usd,8000,"Washington, DC",1436,"[238, 636, 183, 314, 12, 26, 4]","[30.0, 32.0, 35.0, 50.0, 60.0, 120.0, 135.0]",ReveaLED II - Night Vision UV Flash Light for Smartphones,/projects/713513634/revealed-ii-night-vision-uv-flash-light-for-smartp
50457,The Classic Crime,Indie Rock,usd,15000,"Seattle, WA",1435,"[11, 465, 500, 328, 122, 5, 1, 0, 1]","[1.0, 10.0, 25.0, 50.0, 100.0, 200.0, 500.0, 1500.0, 2000.0]","Help The Classic Crime Make ""What Was Done: Volume One""",/projects/mattmacdonald/help-the-classic-crime-make-what-was-done-volume-o
112768,Fluux Design Lab,Design,usd,20000,"Houston, TX",1435,"[41, 250, 250, 50, 194, 250, 386]","[1.0, 55.0, 65.0, 65.0, 75.0, 75.0, 85.0]",Fluux LiquiMetal - A Color Shifting Ferrofluid Suspension,/projects/370230099/fluux-liquimetal-a-color-shifting-ferrofluid-suspe
39298,Two Tumbleweeds,Publishing,usd,15000,"Santa Rosa, CA",1435,"[487, 174, 467, 227, 59, 16]","[1.0, 20.0, 25.0, 48.0, 88.0, 190.0]",HATCH - A notebook for makers & entrepreneurs,/projects/twotumbleweeds/hatch-a-notebook-for-makers-and-entrepreneurs
247688,Scrona,Technology,chf,125000,"Zurich, Switzerland",1435,"[51, 22, 50, 99, 308, 50, 100, 702, 9, 8, 1, 1, 0]","[5.0, 25.0, 106.0, 121.0, 136.0, 146.0, 161.0, 176.0, 292.0, 594.0, 1057.0, 1459.0, 1499.0]",\xb5Peek - The Professional Microscope that Fits in Your Wallet,/projects/754265265/peek-the-professional-microscope-that-fits-in-your
783683,RiotMinds,Tabletop Games,sek,200000,"Ljungbyholm, Sweden",1435,"[5, 69, 770, 527, 47, 10]","[6.0, 24.0, 48.0, 71.0, 179.0, 596.0]",Drakar och Demoner,/projects/1256540796/drakar-och-demoner
250230,Amy Truong & Aaron Son,Gadgets,usd,25000,"Huntington Beach, CA",1435,"[5, 42, 299, 250, 300, 288, 100, 76, 48]","[15.0, 120.0, 130.0, 135.0, 140.0, 145.0, 260.0, 270.0, 360.0]",ZEROHOUR RELIC XR: Tactical USB Battery Backup Flashlight,/projects/prizmlite/zerohour-relic-xr-tactical-usb-battery-backup-flas
284702,Scott Thrift,Product Design,usd,24000,"Brooklyn, NY",1435,"[28, 209, 206, 433, 77, 210, 11, 21, 29, 138, 32]","[8.0, 88.0, 118.0, 158.0, 164.0, 194.0, 236.0, 316.0, 365.0, 365.0, 468.0]",Today,/projects/scottthrift/today
65709,Erika Moen,Webcomics,usd,18000,"Portland, OR",1434,"[17, 211, 159, 485, 113, 190, 8, 100, 100, 20, 5, 10, 5]","[2.0, 10.0, 20.0, 35.0, 45.0, 55.0, 70.0, 70.0, 80.0, 100.0, 130.0, 250.0, 325.0]",Oh Joy Sex Toy: Volume 2,/projects/erikamoen/oh-joy-sex-toy-volume-2
81019,Pillar,Rock,usd,50000,"Tulsa, OK",1433,"[312, 158, 425, 261, 127, 81, 30, 6, 1, 1, 1, 1, 5, 0, 5, 3, 0, 1]","[10.0, 20.0, 30.0, 50.0, 75.0, 100.0, 150.0, 250.0, 350.0, 350.0, 350.0, 350.0, 500.0, 750.0, 1000.0, 1500.0, 2000.0, 10000.0]",Pillar \u2013 Reunited \u2013 New Album 2014,/projects/pillar/pillar-reunited-new-album-2014
162835,John Storm (Torrap),Technology,aud,50000,"Beijing, China",1433,"[45, 50, 497, 50, 17, 125, 100, 353, 127, 35, 4, 1]","[5.0, 23.0, 27.0, 32.0, 41.0, 101.0, 128.0, 133.0, 160.0, 160.0, 182.0, 916.0]",Plugaway: Your Smart Home on Your Smart Phone,/projects/plugaway/plugaway-your-smart-home-on-your-smart-phone
44489,Sortasoft LLC,Video Games,usd,35000,"Brooklyn, NY",1433,"[62, 499, 470, 59, 74, 1, 26, 65, 62, 15, 9, 1, 17, 19, 16, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 14.0, 19.0, 25.0, 28.0, 33.0, 35.0, 40.0, 50.0, 65.0, 80.0, 90.0, 99.0, 100.0, 125.0, 250.0, 500.0, 500.0, 500.0, 500.0, 500.0, 500.0, 500.0, 500.0, 1000.0, 1000.0, 1500.0]",Meriwether: An American Epic,/projects/meriwether/meriwether-an-american-epic
98550,Minion Games,Tabletop Games,usd,6000,"Milwaukee, WI",1432,"[126, 95, 13, 1, 85, 150, 30, 134, 3, 336, 1, 74, 92, 14, 9, 84, 79, 17, 17, 19, 1, 8, 2, 17, 3, 2, 0, 5, 2, 4, 2, 1, 0, 1]","[5.0, 12.0, 15.0, 18.0, 18.0, 24.0, 25.0, 34.0, 45.0, 45.0, 50.0, 59.0, 63.0, 77.0, 81.0, 81.0, 110.0, 132.0, 136.0, 154.0, 175.0, 176.0, 198.0, 220.0, 264.0, 286.0, 308.0, 330.0, 396.0, 440.0, 550.0, 660.0, 880.0, 1100.0]",Futuristic Metal Coins or Victory Tokens,/projects/miniongames/futuristic-metal-coins-or-victory-tokens
76327,The Fifth Sacred Thing,Narrative Film,usd,60000,"San Francisco, CA",1431,"[39, 335, 303, 303, 116, 45, 9, 5, 0, 2, 1, 0, 0]","[1.0, 5.0, 20.0, 50.0, 100.0, 250.0, 500.0, 1000.0, 1500.0, 2500.0, 2500.0, 5000.0, 5000.0]",The Fifth Sacred Thing,/projects/fifthsacredthing/the-fifth-sacred-thing
65929,Sherif Zaki,Fashion,usd,45000,"Houston, TX",1431,"[150, 1063, 13, 15, 142, 26, 4]","[30.0, 30.0, 35.0, 45.0, 60.0, 145.0, 285.0]","CLEVERFIT: ""The Adjustable Collar Stay""",/projects/159191579/cleverfit-the-adjustable-collar-stay
133724,SunGod,Apparel,gbp,19400,"London, UK",1431,"[27, 150, 100, 669, 213, 214, 21, 30]","[1.52, 9.0, 99.0, 107.0, 183.0, 198.0, 350.0, 380.0]",SunGod Revolts: Custom Ski and Snowboard Goggles,/projects/1985821407/sungod-revolt-goggles-life-looks-better-this-winte
45468,Foxtrot Games,Tabletop Games,usd,10000,"Dallas, TX",1431,"[74, 1290, 36, 20]","[1.0, 29.0, 54.0, 120.0]",World's Fair 1893 - Board Game,/projects/foxtrotgames/worlds-fair-1893-board-game
47264,"Brian Banks, Shane Glick",Documentary,usd,40000,"Long Beach, CA",1430,"[233, 352, 200, 61, 52, 20, 2, 9, 2, 0, 0]","[1.0, 10.0, 25.0, 50.0, 100.0, 250.0, 500.0, 1000.0, 2500.0, 5000.0, 10000.0]",The Brian Banks Story,/projects/1681576010/the-brian-banks-story
67768,Pera Games,Video Games,usd,65000,"Istanbul, Turkey",1430,"[102, 288, 82, 574, 83, 60, 71, 45, 35, 9, 17, 2, 14, 16, 2, 1, 3]","[1.0, 7.0, 8.0, 10.0, 17.0, 20.0, 25.0, 35.0, 50.0, 75.0, 100.0, 250.0, 500.0, 900.0, 1000.0, 2500.0, 5000.0]",Overfall,/projects/peragames/overfall
64162,Chris Grady,Webcomics,cad,12000,"Toronto, Canada",1430,"[145, 181, 427, 66, 402, 100, 61, 20, 10, 3, 6]","[4.0, 15.0, 19.0, 27.0, 31.0, 39.0, 46.0, 58.0, 151.0, 174.0, 387.0]",Lunarbaboon: VOLUME 2,/projects/675718397/lunarbaboon-volume-2
93978,John Gallagher,Hardware,usd,50000,"Sicklerville, NJ",1430,"[3, 25, 50, 903, 154, 130, 99, 24, 8]","[20.0, 29.0, 39.0, 49.0, 59.0, 69.0, 85.0, 199.0, 299.0]",The Barman,/projects/781775326/the-barman
